name,team,patheticism,moxie,divinity,musclitude,thwackability,buoyancy,martyrdom,base_thirst,laserlikeness,continuation,ground_friction,indulgence
Aldo Comeback,Tacos,0.887666341296979,0.346087082043888,0.653483067331195,0.736878068870215,0.712970986252654,0.983030157276302,0.863684753590303,0.158913873236746,0.637323789383162,0.662505347067627,0.67657484428029,0.632312255654627
Aldon Cashmoney,Tigers,0.229409276601667,1.1990046250178,1.12209703800539,0.729312288235336,1.04407256350662,0.548275990392476,0.764497563610855,0.826148179534943,1.37603215184566,0.889654474673036,1.25022904166956,1.26303209021118
Alejandro Leaf,Lift,0.01,0.659375078888583,0.313675403304885,0.522187159700771,0.279139599978729,0.935303002387845,1.05343574984188,0.246197750591003,1.07758710762589,0.864908113365923,0.590506996668658,0.821920410956968
Alexander Horne,Lovers,0.438486417723004,0.622335323551929,0.396480031392666,0.119170280077946,0.319432911123334,0.130415654582041,0.703089707878785,0.481395601030139,0.846222300172933,0.859118525245453,0.686170819083819,1.07827803138686
Alexandria Hess,Crabs,0.137007649601895,0.678194471307161,0.0604353317432753,0.356471177960822,0.922983818317491,0.867496687116958,0.766625918009865,0.472900094481077,0.180388037679242,0.159952096703064,0.464802638568413,0.639593480947229
Alexandria Rosales,Spies,0.483411915517976,0.549707581114345,0.582318040860465,0.638936277320815,0.877552448149321,0.293061936476721,0.513597995838277,0.890035578518681,0.250498655062027,0.532789906393307,0.248775724379673,0.272210256308427
Allison Abbott,Steaks,0.749285166953281,0.909945051412618,0.775390982374562,0.925464065026223,0.580264599573724,0.374340216769473,0.762537372718596,0.41203048816847,0.909517090208993,0.443463171679697,1.12697034594604,0.643701903763032
Alston Cerveza,Moist Talkers,0.001,1.31124955141645,1.03610870649382,1.25965537089517,1.43059643881975,0.749484630008696,1.40917390037074,0.879935482256345,0.655553799323151,0.260580801499961,0.519941353352154,0.99492399644128
Alston England,Firefighters,0.495025972781256,0.79215095929743,0.745475900572513,0.0842264152925296,0.431283371190971,0.243695894880533,0.715678886999062,0.326767215272378,0.854291643698524,0.131118368623981,0.389418949673982,0.209639128084327
Alston Woods,Dale,0.817066166196432,0.933310303356569,0.128998736804952,0.215096589635473,0.101770611029904,0.549435665183506,0.918412561018048,0.900286881234839,0.0237266331899104,0.365806510916252,0.215604763176871,0.259263296050452
Alx Keming,Shoe Thieves,0.697098959022159,0.949145692025789,0.708523161739207,0.877400118405779,0.341961693490897,0.892109479073445,0.686458499143877,0.271792420885061,0.805972985750653,0.293719819133039,0.913262412904913,0.646421197571083
Alyssa Harrell,Fridays,0.001,0.780341805364934,0.841081741521337,1.07231116043713,1.11801534233394,1.31373965722671,1.3498894137493,1.32546832314861,0.954365363760853,0.659573816564957,0.837789253192933,0.925120693941506
Amaya Jackson,Lovers,0.979787360012899,0.580438718768457,0.607618077190404,0.466718968181518,0.827721039538567,0.866589822080972,0.577884545809846,0.980010374409932,0.0431121793523408,0.93778973438047,0.549865542523718,0.560241931927959
Amos Melon,Moist Talkers,0.275562194017951,0.106878693268408,0.891764658007773,0.927406121044286,0.187412433735115,0.774364033008958,0.111938241185192,0.703107190478376,0.690190908173097,0.395518567317305,0.0877732378601279,0.531896360490349
Andrew Solis,Millennials,0.01,0.401482558666689,1.03747678477567,1.00176026754538,0.636046032834033,1.02079754282491,0.312900679635824,0.385006312124883,0.951176397142667,0.615649059986992,0.572984354131383,1.00353190116607
Ankle Halifax,Georgias,0.876179781277142,0.243536900713544,0.508726271875137,0.857279229482554,0.977707096426308,0.465168630789098,0.941406381846686,0.960170195710636,0.92306988620649,0.334698750911597,0.261693958438017,0.748258430913493
Annie Williams,Lovers,0.708197523338459,0.321560873227258,0.383610112552742,0.748354144368354,0.920163206395402,0.339182777353743,0.344986819990797,0.551708749794624,0.380178538491995,0.834277112781718,0.114639394550738,0.747905310121397
Antonio Mccall,Garages,0.215171418885273,0.439158146180978,0.339224900770339,0.0825689079228291,0.569789427391054,0.718027719823386,0.861701176962341,0.540761475761962,0.764691948187115,0.384372834811853,0.659588084307691,0.859424720866903
Arches Candle,Mechanics,0.662887218792484,0.819902003405554,0.538927213201635,0.15073734452869,0.475622243923656,0.864083328314492,0.805059710823291,0.503308481197206,0.59677730926675,0.657458594837673,0.364007386002729,0.199203822586904
Artemesia Teixeira,Georgias,0.0359431758033457,0.832102075670019,0.651171371436764,0.600766887183316,0.0762198822600852,0.702656881464147,0.27055704999542,0.478119105429179,0.502361212445148,0.578087713413335,0.143757923596368,0.867337037447731
Arturo Huerta,Garages,0.238899402296233,0.984722699987,1.14939265057127,1.17536932719583,0.274168615534498,0.238877975876552,0.470148332062413,0.948532140084307,1.05277134198123,0.324633690861318,0.815573596037629,0.872849000805298
Atlas Diaz,Magic,0.699037872410359,0.056184390386212,0.696734399110611,1.02138120646308,0.216479837490047,0.305902510520146,0.412617524873844,0.388590561808089,0.163973985504863,0.266705044483237,0.821894876967793,0.230948330253697
Atlas Guerra,Breath Mints,0.515217674810935,0.961055691271024,0.4514659903616,0.232089385286879,0.555516663722021,0.187777050910953,1.03394180716005,0.463593929100044,0.887594665937125,0.303221689554497,0.87012725442922,0.825740488876352
Atma Willowtree,Worms,0.937719604781854,0.334327154670394,0.0183009407397283,0.847850834364495,0.185862675506082,0.36466746979642,0.687380439273791,0.806176112596211,0.559459818534135,0.151027370873281,0.753060401217208,0.516027854048376
August Obrien,Pies,0.923854339868251,0.492707772945124,0.927569415161167,0.913890776522519,0.641217161019016,0.463957840433034,0.556848506591683,0.701812167619184,0.966470145633041,0.140388935248408,0.415344498395414,0.48114898173699
Augusto Reddick,Moist Talkers,0.62350242933041,0.568888437243477,0.58667905162278,0.643818240506828,0.40495709897109,0.206793824493184,0.807027761475902,0.354461203545226,0.605319162114492,0.694117540869985,0.585020249598449,0.182943970259129
August Sky,Jazz Hands,0.393628055398866,0.64235259853198,0.827576572501653,0.870912847193061,0.956373714805568,0.33117140017963,0.326945407703891,0.484920696788206,0.137922446584486,0.880359638450783,0.795481993725605,0.650756255055998
Aureliano Cerna,Spies,0.763763502206402,0.481435800200481,0.356657818113976,0.0279338542972118,0.500582985792615,0.778615238122449,0.525710354835159,0.080090530372269,0.428529351207464,0.643886043281788,0.330050608744894,0.206402512494993
Aureliano Dollie,Dale,0.557397338699976,0.955008662480632,0.991316442925168,0.707936970762198,0.0100251575364967,0.44517341744395,0.487003121606204,0.926350482918256,0.864239008131608,0.284596607572077,0.956727000403796,0.485777467687361
Aureliano Estes,Lovers,0.615490787936228,0.267569710888219,0.540500075760764,0.895885368564657,0.548114904130794,0.566688884913291,0.364926722732329,0.312819643220315,0.759353639272547,0.16333197023273,0.206792670538384,0.302532829494387
Aurora Blortles,Worms,0.147754505820289,0.631813158384145,0.764423926961726,0.278456466867439,0.786219767411856,0.990068152515927,0.972098561619779,0.99151684597432,0.522845091982575,0.309056882518754,0.762780991980435,0.447625517285052
Avi Jones,Worms,0.751991880418965,0.189940480969805,0.562672953222229,0.289693345660697,0.463439328221165,0.255412077431565,0.363910180168716,0.625590459339655,0.655464920464296,0.958778882180875,0.379785466392859,0.820309361437828
Avila Baker,Sunbeams,0.282901709018494,0.753131996867668,0.88935915299718,0.132241250355556,0.426310265988251,0.725862957720412,0.496647524882825,0.489933794746643,0.865557563103996,0.30152126081275,0.225517582735324,0.330403462107955
Avila Guzman,Dale,0.284939624932055,1.27479361148952,1.33859502890805,1.00911587221429,0.395127664234394,0.716383595491019,0.690931469493742,0.427235499151692,1.31240065505037,0.539416999071295,0.566935874588447,1.1603534800707
Axel Campbell,Crabs,0.0207189097552967,0.592191352620297,0.812722286820512,0.104069037921676,0.917367501462444,0.685178362091901,0.187482561930174,0.58675291953689,0.305085237735778,0.894386649701138,0.671232635146072,0.449457911856223
Axel Cardenas,Wild Wings,0.522083175957731,0.154202318391343,0.30672367352299,0.778421047665701,0.370274361788202,0.751169385881081,0.336327020869703,0.759632282765168,0.190801060130369,0.31068730636847,0.251408892647438,0.711666569300512
Axel Trololol,Hall Stars,0.192052014348742,0.709674362428144,0.352253611977295,0.482026527122926,0.594420719967941,0.72381114355778,0.439620087639228,0.869063059849079,0.267170803308947,0.466226676006812,0.881894526938133,0.571681740112581
Ayanna Dumpington,Lift,0.604428596760494,0.45508346821117,1.002677516092,0.529377001069262,0.925975575185358,0.297010279351663,0.925074168910318,0.92489588260998,0.934918733915601,0.230118447569061,0.582738613161583,0.951416533356273
Baby Doyle,Jazz Hands,0.356506750639457,0.508081668431783,0.917344754584847,1.21743601644253,1.17738365180559,1.13884376036179,1.09209071189728,0.791506868941516,0.371224115649281,0.36674309471254,0.612621309294373,0.458871026278819
Baby Sliders,Sunbeams,0.186266333143765,0.235880644795543,0.686503039335306,0.75208822792881,0.439857410195567,0.602538401771194,0.384737558941701,0.559307721789558,0.974279275388496,0.65700019741699,0.304513959068663,0.354831546115335
Baby Triumphant,Firefighters,0.01,0.678566582123147,1.04041142826468,0.562576785852519,0.888346734431686,0.788547106768562,0.167941146965224,0.749275616732496,0.241251536677106,0.95684960318878,0.998666347414159,0.45050154664681
Baldwin Breadwinner,Dale,0.909,0.288407830279343,0.587332644826043,0.660963072605328,0.091,0.401859178277534,0.790220293167893,0.661974647441438,0.294359112243879,0.041,0.693777837151205,0.631419648121383
Baldwin Jones,Steaks,0.610538972083133,0.932628478163959,0.583493748457331,0.070559789221853,0.156658099459434,0.939850031758802,0.688786892796023,0.903385465764995,0.618958179683028,0.0410692886561981,0.738851757758434,0.530943058571882
Bambi Perez,Pies,0.587976863855295,0.820779195820798,0.186562972053612,0.305203402410734,0.367476821568913,0.524710687608945,0.621869183616285,0.48972432945502,0.405945016481588,0.7634598657125,0.176203038385614,0.575228987807325
Bartleby Zhivago,Worms,0.894367510247322,0.861305213852544,0.447420230928969,0.898196136120814,0.262699241699607,0.709603751394735,0.850602636660743,0.865613406882716,0.109739834514789,0.63012159931722,0.67018311196854,0.428259659319916
Basilio Fig,Tacos,0.511391966939865,0.502847047147131,1.04919191440292,0.553971321732854,0.458695094039789,0.858400098991059,0.510142244653914,0.840647684796797,0.568251718896102,0.796653564337456,1.29121219139081,0.675617865002889
Basilio Mason,Tacos,0.52156787193845,1.25979806795042,0.594423143609101,0.884518627582182,0.786042461562947,1.26849736185658,0.927585928762142,1.03597648267811,0.77082112135477,1.21246639038546,0.627884742475001,1.13130135496852
Bates Bentley,Fridays,0.798646070837104,0.376634110230715,0.859965353953655,0.972322617896945,0.813707351938233,0.674819320390082,0.662517173054994,0.659992549687681,0.604985787922344,0.668103470134625,0.224340500824781,0.848479553411318
Bates Silk,Magic,0.421716023863408,0.758947531998072,0.815247466995934,0.141076287908782,0.391695306511968,0.819478021600837,0.409810024528258,0.328096652100419,0.504663376708111,0.393010074149177,0.104812549612877,0.361304443579326
Bauer Zimmerman,Jazz Hands,0.42670511594872,0.969917468163636,0.967941757856624,0.413868713405109,0.963640454211027,0.225597410024457,0.926229251655547,0.339294911421191,0.802565292644577,0.0463998816574707,0.702511328514731,0.979602606473151
Beans McBlase,Moist Talkers,0.141570118690509,0.692910983625767,0.990156701353718,1.32815013730008,0.463785467010722,0.366874373278465,0.697223136331776,0.11,0.701646819423227,0.01,0.0947559227137004,0.623859841719357
Beasley Day,Pies,0.468963730334507,0.208478936183607,0.688800826855231,0.077668725979879,0.684999969166638,0.753671592081851,0.523706390600614,0.961668876122403,0.396098408724096,0.416221089459696,0.673204793225002,0.330239236545783
Beasley Gloom,Moist Talkers,0.873210783570685,0.474841310444615,0.548034526500338,0.371818318898195,0.183607997939428,0.146528362760589,0.363740269083902,0.250412834886565,0.567343720360959,0.368556485633793,0.20221093297507,0.8190445461439
Beau Huerta,Millennials,0.477921810706209,0.119488801418196,0.827497439439418,0.0626863079603268,0.432456427599993,0.764301975251091,0.759968760606524,0.120926934769298,0.613593489063093,0.698804278052325,0.0301207920217128,0.461140962019544
Becker Solis,Spies,0.803083153034773,0.565745937129663,0.889009753106554,0.926279499373804,0.128779643154149,0.938524224310551,0.698068205612395,0.573984704514172,0.014983341749863,0.721548457542127,0.57295847103611,0.510713894218939
Beck Whitney,Dale,0.001,1.46790711591166,1.47109006268987,1.26875065900766,0.991408636048268,0.751078730011208,1.20472879872304,0.98177493528493,1.45863524883446,0.487469627098011,0.812116650148393,1.46262341864943
Bees Taswell,Mechanics,0.101182822483153,0.340049546800633,1.04550098785295,0.185701628814105,0.394453600628912,0.828999524659013,0.911288635493817,0.806231281555497,0.284140160828227,0.31294787146765,0.735885050965645,0.797877308641651
Bennett Bowen,Steaks,0.66734733247624,0.794072008656146,0.365649673468804,0.856617248428776,0.314339572510484,0.0195060322919487,0.340995902263607,0.468643170697235,0.491598374617715,0.556842533644751,0.284531982132706,0.179253449535758
Bennett Takahashi,Shoe Thieves,0.729818338029183,1.01748864660754,0.220313337393788,0.78935459792009,0.219340477837514,0.114043512771161,0.684967151826197,0.751362523581384,0.635788732988857,0.100704974263222,0.87810471284934,0.0503287369531415
Best Cerna,Wild Wings,0.454539371121513,0.400967615750008,0.290112690709835,0.643601957770531,0.560563789880162,0.126805060036614,0.951904808868101,0.387297417530566,0.854931068401619,0.575463203902795,0.460528826392448,0.170394277742609
Betsy Trombone,Garages,0.001,0.582674728956185,0.261600328057945,0.843458463773354,0.613239648671726,0.649557074937034,0.392523518951243,0.244432169913095,0.801454054058989,0.783069316724107,1.06280346873919,0.267070688908341
Bevan Underbuck,Crabs,0.001,0.714478177448741,0.308661461743082,0.189400237864268,0.220031425575238,0.944001805196162,0.868127874082942,0.982455112064786,0.904286054901601,0.849873146724581,0.929377823206284,0.653123524455105
Bevan Wise,Magic,0.834559724769721,0.500801099455762,0.449753194918357,0.375491004134115,1.03868468937004,0.297683358006454,1.07136499390496,0.175075456348605,0.598038386779974,0.958177780876852,1.03346916396617,1.11492463324301
Blood Hamburger,Shoe Thieves,0.0893249548323994,0.733682203353885,1.14110643240809,1.01609309768438,0.855178847016414,1.02699879485985,0.442636117549,0.391522872034867,0.458514930096218,0.798791034852443,1.15014876090609,0.985498606919586
Bonk Jokes,Magic,0.199530509047612,0.945962959373302,0.437502165068955,0.47803854583343,0.669335772595646,0.954494206782856,0.0883528634233561,0.0584466204671585,0.569318702010175,0.35469165711639,0.557839282566909,0.77013696038242
Bontgomery Mullock,Lovers,0.001,0.97484405685259,0.180430089042703,0.209327672024836,0.15355518202029,0.687590293944865,0.88228529326256,0.206471620452757,0.240733515909079,1.05382231519041,0.943873625375778,0.436614611231574
Bottles Suljak,Mechanics,0.0710884747905576,0.271982786703549,0.666218712912521,0.881152755927668,0.440755791638097,0.187435014337359,0.372888193815399,0.855582138524853,0.144066467420228,0.066482231124342,0.0559345352138019,0.736590143538644
Boyfriend Berger,Jazz Hands,0.144978729639968,0.375995327069163,0.392092998151344,0.977668999886303,0.445915066126914,0.104083749437483,0.905028524547229,0.00329533193054021,0.419369273428005,0.552257785359705,0.959734632744816,0.936513375226273
Boyfriend Monreal,Hall Stars,0.2464617253318,0.987906770820123,0.280702137380585,0.167950069581838,0.542001113636919,0.564796707868063,0.678734876803167,0.896349056411063,0.922331201285781,0.219988848966263,1.05927061621108,0.443852660284374
Brewer Vapor,Jazz Hands,0.273246290214334,0.492225588131021,0.461756235764354,0.161657587315342,0.0219358869471311,0.424397572672695,0.776802691540939,0.0450359745032589,0.0898122125653809,0.18722689008029,0.773350816454323,0.675730261443432
Bright Zimmerman,Moist Talkers,0.779156967177761,0.794902260449326,0.838959752721736,0.353422113164879,0.764862231687165,0.277583633853319,0.513075325106314,0.497699248163814,0.078131183584777,0.109881426578872,0.630196392453481,0.43833054983167
Brock Forbes,Crabs,0.307602908579779,0.04,0.348476553046346,0.240340032219591,0.108416433436186,0.951415356125024,0.04,0.629970748393172,0.916043668897537,0.173614364312546,0.682538787163168,0.474900772320184
Brock Watson,Wild Wings,0.411592690108229,1.01769903682904,1.01065497181202,0.974430438392394,0.217482360943059,0.901900476238021,0.498787641916003,0.855587052722834,0.557741302333767,0.361782447763104,0.237868828540277,0.425890705339755
Burke Gonzales,Wild Wings,0.01,1.12611749416048,0.547094688440418,0.876846696909295,0.841586746198916,1.08468751033186,0.345669200734798,0.821393583789173,0.660199533539388,1.21924524989958,0.687852237090689,1.05237232638245
Caleb Alvarado,Firefighters,0.26954138003648,1.03685817624363,0.350080504055726,0.423427581064037,0.152371545458937,0.908769976664728,0.21748753513106,0.624978484120432,1.01756958471313,0.104047209216222,0.343135937997882,0.223461517281832
Caleb Morin,Fridays,0.063401636425881,0.456248738466298,0.896935159873054,0.518003110564539,0.558404358809806,0.429381762940219,0.85843675169432,0.711432589726087,0.308746552336462,0.427898184258583,0.806438377763814,0.625257190744821
Caleb Novak,Dale,0.93,0.637946920770875,0.136416363352898,0.196717032451398,0.528597418255544,0.40700353374661,0.07,1.04742888753525,0.721017829118588,0.296866096917953,0.9723474460656,0.460802739549105
Caligula Lotus,Hall Stars,0.120972477036086,0.840949120623126,0.342508409816368,0.973113951264949,0.287178680918126,0.455363461498928,0.222238230112807,0.24776748801966,0.657963262666056,0.10255863901104,0.539273990813633,0.279377799382145
Campos Arias,Jazz Hands,0.653205305147492,0.739796603546183,0.760780926587014,0.353239196258266,0.531975959011837,0.506756078786298,0.418342779531326,0.0298487180690377,0.953001279938515,0.630499402635653,0.349659156070623,0.378474497461994
Cannonball Sports,Dale,0.387646249376385,0.804609872891387,0.873335231066236,0.797885344885203,0.921889880368803,1.00621794743898,1.0664853467035,0.944771080463703,0.403226657458937,1.20692580938883,0.466163390214161,0.938643132374201
Cantus Hojo,Worms,0.711393061801549,0.25791603111087,0.945023514236116,0.430239333601229,0.395705355645671,0.417673885510454,0.466052935173034,0.725210415047148,0.909183018168394,0.553374961760098,0.507064898974153,0.0683163046708174
Carmelo Plums,Garages,0.124434831860797,0.451527042661163,0.276554446471723,0.728407466762828,0.496474304766463,0.536775434065803,0.04423245847258,0.339481712483837,0.781128756403592,0.315792473759794,0.822757990885804,0.347678286705009
Carter Oconnor,Shoe Thieves,0.783625154238891,0.433999619394713,0.939854628353646,0.291498189271969,0.404800773303421,0.944125617936157,0.403409888287257,0.250646143981462,0.42332851338465,0.593413367522207,0.113423767977404,0.91557581968373
Carter Turnip,Moist Talkers,0.0150358783320761,0.94653778277931,0.77031296901934,0.913925283996803,0.141212977723292,0.357610221723506,0.668440915997484,0.439360431401748,0.695438719704466,0.466915416971915,0.951909234755208,0.404892098893058
Case Lancaster,Pies,0.110335953063797,0.650108859703141,0.000245941668350902,0.0735377914654309,0.741387765535813,0.250802315235366,0.0667856296869564,0.675410502091747,0.392931763207316,0.489272566851259,0.864958057698679,0.109200207447038
Castillo Logan,Pies,0.181603337037492,0.00773849181226405,0.628982773285699,0.733601702004591,0.298816041830616,0.221514782412952,0.750236676166186,0.500285218866377,0.452448462813589,0.382011329349945,0.348540624124468,0.765486953322382
Castillo Turner,Flowers,0.387604194583392,1.06530961306645,0.915048364952378,0.998315653838403,1.45000299348898,0.715410470340455,0.732562144703755,1.45174255966283,0.728386029640843,1.0365595348198,1.18935608952456,1.22370796748339
Cedric Spliff,Moist Talkers,0.001,0.461961965823382,0.388806180961597,0.580432054896854,0.663805210678925,0.760374088752003,0.544698157017547,1.0379232279768,0.314712693182213,0.544632061027762,0.848619994860599,0.557652845243699
Cell Barajas,Wild Wings,0.352373639757642,1.18094657601396,1.0990881338169,0.657322469864843,0.289713115218737,0.876830756461884,0.475993089421594,0.154502999064466,0.702830751690108,0.684503673489847,0.0593239049605852,0.481367582211728
Cell Longarms,Steaks,0.290668055631744,0.610404471390932,0.712002806473462,0.610777820630325,0.352502815534566,0.297073197664315,0.985174747350939,0.914611807220759,0.806082178118622,0.781602526277159,0.195898543284579,0.939342384360667
Chambers Kennedy,Flowers,0.403722319628739,0.70445521997111,0.778534070790751,0.904914209941834,0.318211018527848,0.226551738125911,0.604580921820566,0.0285284937864962,0.275113877314968,0.470030410971029,0.693496984592799,0.723003797604741
Chambers Simmons,Flowers,0.865255337917999,0.722225329411824,0.875124409169185,0.788962939549049,0.635538304026894,0.542498916791884,0.480358048871136,0.769855889836295,1.1319830860838,0.484124856699628,0.408153324517631,0.505771548772372
Charlatan Seabright,Millennials,0.735153366867283,0.195323868614306,0.883782384953351,0.213467668201166,0.210551318172547,0.541718572826778,0.865253904472516,0.514242501545206,0.564520531610084,0.301125875309569,0.239390398640161,0.315104174529678
Chet Takahashi,Spies,0.0962719580883349,0.697746394918817,0.265025822198395,0.924756660118135,0.290027921157304,0.184222323443172,0.145066107458228,0.518236720540276,0.925143632725818,0.483282588406137,0.721090890882367,0.918921370115741
Chorby Short,Magic,0.45171953872572,0.378527970366406,0.656147849674823,0.521398432154768,0.800613505523197,0.551372209884615,0.476353891782344,0.750769655121137,1.2594553485694,0.904042582678998,1.26568459271889,0.804952098005782
Chorby Spoon,Lovers,0.360172328491449,0.189600049573185,0.980695410171264,0.870594511434942,0.587978635967478,0.736400156485514,0.56320457872457,0.659695658980755,0.18142011486076,0.233651884313906,0.0205450671827423,0.768385169165537
Chris Koch,Sunbeams,0.619278688328236,0.541374832838284,0.172138954842935,0.0844255327728884,0.563282637633503,0.351714372701861,0.842852424430279,0.355286910410649,0.133913533161441,0.930727995999506,0.610005008328307,0.682206733516707
Chris Thibault,Dale,0.0675497586113394,0.380635086135024,0.253549208518302,0.139297963208804,0.792360438982145,0.0148891439533254,0.378210772376945,0.649654472616011,0.631470443754281,0.322139801142636,0.439655717190421,0.857553836631634
Christian Combs,Fridays,0.412770481426856,0.337620536195159,0.270834202747828,0.808423460072037,0.99123208347967,0.252322827942599,0.880315511116188,0.622797087901565,0.629414017388862,0.0686213706621147,0.0181427038146127,0.549234683148016
Cicero Homestyle,Wild Wings,0.985861664655814,0.497345296204124,0.30259924713218,0.738768048225889,0.270388659227072,0.612753852102786,0.408148730628491,0.868442147471858,0.58576319715192,0.325132351750549,0.117660085540532,0.561490745561699
Clare Mccall,Firefighters,0.407676446141628,0.801688826015433,0.563161576204695,0.116056949202003,0.910231569424811,0.0686840286906503,0.705911317429109,0.268134145729061,0.269584782513662,0.661325008817388,0.680626593345506,0.308220659190943
Clementine Steeplechase,Georgias,0.594640372367451,0.177089905681528,0.166282501736537,0.307413016195167,0.744773379502202,0.595143235673977,0.920764431887388,0.463749464065356,0.920055511137797,0.431926475364648,0.405790445775251,0.390729359099227
Clove Mahle,Worms,0.566643067459859,0.671428832016763,0.956101014357176,0.954405745233169,0.754072935922297,0.524845109787572,0.941758758212276,0.941683399610331,0.83390732212296,0.217919196174166,0.331751995031442,0.793972809052798
Collins Melon,Jazz Hands,0.507291244287003,0.962814747389634,0.4122824417737,0.517025222064922,0.416435039289351,0.119877782903902,0.876878136433121,0.88443616326804,1.08257450412804,0.509189966847811,0.620385594280428,1.10807501620952
Collins Mina,Moist Talkers,0.72946240519417,0.13314501381966,0.731379265103148,0.129811159262209,0.151838642971854,0.50350664569023,0.258119330230645,0.718067203152813,0.739660468969993,0.540433857792113,0.772095913942872,0.13832263757973
Comfort Monreal,Sunbeams,0.867846486799857,0.532152214521362,0.0931192148206608,0.19772215813314,0.0343257103268917,0.411135974322916,0.000416980034286585,0.395220496819852,0.484549574740245,0.876295228248177,0.70758493803827,0.00588790557480312
Comfort Septemberish,Spies,0.611622372762645,0.767285456012244,1.18790247350939,0.375357037755708,1.17799570561094,0.832022796068565,1.10547871769021,0.826230676931953,1.02237810574024,1.18667989811122,0.651939973616953,1.2242933329131
Commissioner Vapor,Moist Talkers,0.001,1.12633981907994,0.88923123303327,0.550438616793117,1.0479187768288,0.767687961900899,1.1012843597335,0.780688835734565,0.906946186064876,0.881936664890016,0.363731501045752,0.586503497322118
Concrete Mandible,Lift,0.678744811076632,0.639159870530949,0.102121888059224,0.454639245841667,0.189801971130506,0.583769127870951,0.547417515190536,0.423163766661434,0.511424378357753,0.800036375745464,0.257602320338019,0.521794797940355
Conditional Yuniesky,Shoe Thieves,0.85739405640167,0.131486728200258,0.472307923283779,0.480732124800233,0.656491524871936,0.0365637314129303,0.1431184200435,0.434792966849717,0.127031652391776,0.866739708526369,0.683603535213079,0.903374901223277
Conner Haley,Steaks,0.382394722016042,0.307425502751868,1.14732296615118,0.638514711714071,1.05248677757583,0.526195208030416,1.03323161986221,0.937253148668548,0.876094217381586,1.09979016942943,1.18005886595962,1.04235177905504
Conrad Bates,Breath Mints,0.753514477068213,0.203427888887916,0.695335689675332,0.708691765075718,0.827683218667472,0.372859172697821,0.193329585562492,0.402822493374754,0.0583523872327271,0.192010411066704,1.00915132465065,0.899337684177772
Conrad Twelve,Firefighters,0.516461933684438,0.123331469558744,0.530831003226175,0.71369268687511,0.66872980615908,0.761172644965695,0.721520900774041,0.229950247428485,0.580576351208803,0.226716982094062,0.302483545182404,0.510344023700414
Conrad Vaughan,Jazz Hands,0.484169689680944,0.890389599258262,0.315434209096505,0.932656880299001,0.722379755639541,0.787338951172468,0.501343163550014,0.266706021417195,0.580415662907729,0.17251428155359,0.126902268898478,1.0560503217141
