name,team,base_thirst,laserlikeness,continuation,ground_friction,indulgence
Emmett Tabby,Spies,0.0917029698167175,0.0980886292194745,0.751263914164669,0.634011706415769,0.0610825334431999
Engine Eberhardt,Lift,0.910553776865302,0.831079173192106,0.217614180548535,0.926652051920604,0.794551619290934
England Voorhees,Magic,0.402458285076687,0.763771770184353,0.331635666026313,0.696480100770233,0.22934580690766
Enid Marlow,Worms,0.51135601900895,1.01068010869512,1.08834787580015,0.917196561519804,1.02450786925919
Ephraim Ladd,Worms,0.996288575083271,0.335143506774259,0.813851078485739,0.882918005294376,0.519302374810301
Erickson Fischer,Millennials,0.128596615161551,0.984600746110863,0.529593217688374,0.611545950369579,0.554187129604698
Erickson Sato,Wild Wings,0.0928265073407395,0.389159230045936,0.820980875680675,0.0485283696051149,0.649019058971848
Erin Beanbag,Millennials,0.287850047577133,0.458454316165618,0.692169373604499,0.308976465815732,0.644097370461114
Erin Jesaulenko,Georgias,0.739992564222948,0.587225115040556,0.509770712939378,0.624891697908658,0.2920848727174
Eris Street,Tigers,0.727707496083395,0.904867619237285,0.190451056771104,0.583209965675451,0.655527592805156
Esme Ramsey,Shoe Thieves,1.04328541074493,0.170955296028274,0.265665964585068,0.491435927388484,0.227848523080955
Eugenia Bickle,Sunbeams,1.09357033827649,0.226823616488262,1.00216605130397,0.234536545223109,0.425237109768197
Eugenia Garbage,Moist Talkers,0.791486120677827,0.311480341893079,0.351212155247024,0.289568639730266,0.236678700808045
Evelton McBlase,Fridays,0.666908078042524,0.704548039890911,0.784349430078035,0.631515662958632,0.388223390471737
Evelton McBlase II,Mechanics,0.433921409109573,0.489128543107077,0.528703291295715,0.403057757895129,0.181698912378299
Famous Meng,Wild Wings,0.29933945407318,0.690531277324924,0.623069280527872,0.862409368451214,0.818680831614266
Famous Owens,Tigers,0.365065448185944,0.844408997907863,0.99799021332908,0.456813977012307,0.586218966927364
Farrell Seagull,Worms,0.304955230520741,0.565020949092433,0.880971113259605,0.76121349251557,0.327274603034577
Felix Garbage,Millennials,0.40192847796187,0.238632969665139,0.982733165812839,0.801222436520834,0.250469307385186
Fenry Marlow,Fridays,0.687227537069195,0.776663489218808,0.525096644717488,0.666403027084193,0.291481423386875
Fenry Wobin,Tigers,0.20524065669151,0.364014399801228,0.155050877606868,0.684203900235096,0.462529539593612
Finn James,Crabs,0.788321396784033,0.483806815479496,0.0968577334971348,0.489450364827728,1.01447988568416
Fish Summer,Moist Talkers,0.627217044106376,0.554165225764943,0.903283686259058,0.759216074264423,0.860034600555584
Fitzgerald Blackburn,Lovers,0.460864406275155,0.378248583435169,0.388166853855096,0.575668271133821,0.865717341584868
Fitzgerald Wanderlust,Shoe Thieves,0.983777983394821,0.514743053587661,1.01719359815921,0.252327877044492,0.505315161411139
Flattery McKinley,Georgias,0.996944664797212,0.959542594135006,0.252699231234361,0.549235644768308,0.942579136667563
Fletcher Peck,Millennials,0.605540267738196,0.21222333714661,0.917880265178776,0.378498769230576,0.17424293165836
Fletcher Yamamoto,Lovers,0.747178259315994,0.100638077117892,0.102223520119838,0.0816017580051625,0.337660088057878
Forrest Best,Crabs,1.48932405431297,1.32246085588841,1.03959239438202,0.864467681695603,0.720952628880163
Foxy Pebble,Mechanics,0.35373483012344,0.795098917938854,0.424262725178537,0.0930376680714624,0.231985837305695
Fran Beans,Wild Wings,0.427805335213759,0.342375507577929,0.726549947567266,0.0889046960341972,1.02053294147402
Francisca Burton,Sunbeams,0.244671460551541,0.68830401741921,0.0769619572631721,0.0751118202110241,0.0471328555607187
Francisca Sasquatch,Dale,0.881102737155163,0.796846685440974,0.576207640798021,0.655578036145452,0.953368440135443
Francisco Object,Flowers,0.970535910748599,0.203169714519536,0.523358521396469,0.794033649934651,0.982593859175686
Francisco Preston,Magic,0.654252454037979,0.912909340820499,0.211547092159727,0.761495205248752,0.889545090561787
Frankie Hambone,Georgias,0.61485193319413,0.333426591575959,1.01242291680698,0.826100768774719,0.0933169179225409
Frazier Tosser,Lovers,0.502938956817641,0.273257874516558,0.530775713470767,0.654231713297986,0.657778207677264
Freemium Fairwood,Garages,0.696703861539126,0.0554219273048555,0.914232125374197,0.060739124149747,0.18517563253475
Freemium Seraph,Lift,0.661785270317622,0.597223936753114,0.932885792078785,0.25687497122998,0.0451175741028496
Fynn Doyle,Millennials,0.486458197195524,0.464440740171052,0.494778541514052,0.2894573954008,0.261340413422166
Gabriel Griffith,Lovers,0.869163543077537,0.997474748848019,1.20124110143266,1.27820683495422,0.841125803452538
Gallup Crueller,Steaks,0.278281240913734,0.616623873079332,0.653336149791006,0.878066447648768,0.390825049727485
Gallup Murphy,Shoe Thieves,0.387692928372177,0.710997485581576,0.169623176586913,0.794516696756879,0.95253206222022
Garcia Soto,Millennials,0.929172831947509,0.125254257245753,0.375078849581163,0.188387035371618,0.348094944441776
Garcia Tabby,Fridays,0.788636592634149,0.558512490125708,0.379329211966083,0.0781907470030034,0.722377911888105
Geraldine Frost,Georgias,0.849150067733085,0.190935617461527,0.682974291665241,0.524342406902735,0.31881995247377
Gerund Pantheocide,Lift,0.743711408353202,0.481893961001262,0.411946152267344,0.678841849159944,0.775829144559867
Gia Holbrook,Mechanics,0.587653536094521,0.363950854338973,0.0673172775861977,0.0499325727934119,0.0369051790353712
Gita Biscuits,Georgias,0.0186784858461775,0.680725154321362,0.0490571075016295,0.480085827604276,0.130055825754507
Gita Sparrow,Firefighters,0.209524905596964,0.614789498077963,0.731481724554625,0.329748628973043,0.133684730654488
Glabe Moon,Flowers,0.693635123570373,1.08662974870922,0.862049794963079,1.1993153548773,0.843228587710131
Gloria Bentley,Dale,0.121488633760953,0.876408350362123,0.806163960834219,0.364307836641429,0.846105014777284
Gloria Bugsnax,Flowers,1.05580050088472,0.292851550964335,0.631390485330353,0.988577440059118,1.0347274232025
Goobie Ballson,Firefighters,0.517891766803974,0.363789698449154,0.231876153032032,0.251986932576128,0.124203132505388
Goodwin Morin,Lift,1.7730689766235,1.36781141300132,1.79624317720225,1.57913513457988,1.76815661606546
Greer Gwiffin,Fridays,1.09914260603239,0.680224782993123,0.404056428945531,0.91985200135086,0.737179946472029
Greer Lott,Moist Talkers,0.589283582671071,0.945720946497602,0.49214923327987,0.468589642046683,1.01937852074892
Grey Alvarado,Breath Mints,0.614815299150336,0.575050276505021,0.447163214715921,0.628431481830171,0.512058097189016
Grit Freeman,Spies,0.0394801888202299,0.732197163908858,0.427692397162184,0.0441242131091406,0.934688632117207
Grit Ramos,Wild Wings,0.619652834275482,0.873991669948833,0.459549144104615,0.0408062094031461,0.465691212973867
Grit Watson,Firefighters,0.288776370925128,0.326255941975031,0.20824308441315,0.98578881016163,0.85057950796224
Grollis Zephyr,Lift,0.71178899686968,0.735892474642744,0.231556510781236,0.775474346474699,0.513004367730869
Gunther O'Brian,Shoe Thieves,0.963232227448751,0.435597366334265,0.837839736882125,1.17731013845777,0.492522471373617
Hahn Fox,Sunbeams,1.26920362882518,0.670215757905919,0.622787959097685,0.932340823946909,0.892188767514369
Halexandrey Walton,Tacos,1.00129848457134,0.263527068731053,0.674169248107808,0.616719794750123,0.597811289013614
Harriet Gildehaus,Sunbeams,0.797514985859421,0.485572749677676,0.428182923007082,0.62624777118266,0.665903378140466
Haruta Byrd,Pies,0.705069243320881,0.495418409535962,0.764452942305809,0.672432708801799,0.072387634340813
Hatfield Suzuki,Millennials,0.431100143090406,0.831469142628712,0.222664889803877,0.578337691044115,0.512139580253706
Helga Burton,Lovers,0.850053899158793,0.259950972796495,0.945826167668872,0.830857218998435,0.521136066864228
Helga Moreno,Lovers,0.748984466343027,0.888055258062663,0.75535627277498,1.12036003660679,0.956775448686067
Helga Washington,Breath Mints,0.237898237287504,0.22157592121751,1.01856873452431,0.218573475465851,1.019712502615
Hendricks Lenny,Breath Mints,1.00577844206065,0.447878707304003,0.261603940323851,1.0108404930783,0.841653382892229
Hendricks Richardson,Sunbeams,0.510016593679905,0.685070474550427,0.32,0.861503373122103,0.86948920391162
Henry Marshallow,Pies,0.846141890421414,0.298767248306018,0.858857686509248,0.70367584214307,0.652779406704189
Hercules Alighieri,Georgias,0.50554192507988,0.465057528777576,0.279651753941055,0.895353864119286,0.512549854768169
Hercules Lincecum,Crabs,0.123612283348809,0.654886487842815,0.687598242761681,0.0355517496829998,0.536869071626879
Hernando Winter,Jazz Hands,0.467615009570395,0.449468842826111,0.56195279668959,0.269941479780961,0.739599760419511
Herring Winfield,Shoe Thieves,0.425379073452985,0.0305694637214952,0.550081083711944,0.857741827328424,0.444369730669726
Hewitt Best,Breath Mints,1.00722289103329,1.31520473097624,1.26824179130577,0.582978730946868,0.290202284814063
